code,product_name,energy-kcal_100g,energy_100g,fat_100g,saturated-fat_100g,trans-fat_100g,cholesterol_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g,calcium_100g,iron_100g,nutrition-score-fr_100g,categories_en
0099482455804,"365 everyday value, dark red kidney beans",85.0,356.0,0.0,0.0,0.0,0.0,15.38,0.77,5.4,5.38,0.02,0.008,0.015,0.00138,-7.0,"Plant-based foods and beverages,Plant-based foods,Legumes and their products,Canned foods,Legumes,Seeds,Canned plant-based foods,Legume seeds,Pulses,Common beans,Canned legumes,Red beans,Canned common beans"
7771712000765,Chocolates Surtidos con Frutas y Sabores,571.0,2390.0,38.1,21.4,0.0,0.0238,47.6,42.9,0.0,9.52,0.179,0.0714,0.238,0.0019,26.0,"Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Chocolate candies,Bonbons,Chocolates,Milk chocolates,Assorted chocolate candies,Flavoured chocolates,Flavoured milk chocolates"
79893065069,Sauce,167.0,699.0,0.0,0.0,0.0,0.0,45.0,40.0,1.7,0.0,0.0,0.0,0.0,0.0,7.0,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Canned foods,Condiments,Canned plant-based foods,Fruits based foods,Canned fruits,Sauces,Groceries"
0044500003864,Italian dry salame light less fat deli thin sliced,250.0,1046.0,14.285714285714,5.3571428571429,0.0,0.107,3.5714285714286,3.5714285714286,0.0,25.0,4.4642857142857,1.78571428571428,0.071,0.00129,18.0,"Meats and their products,Meats,Prepared meats,Cured sausages,Salami"
71007373923,Beef barbacoa shredded beef in a zesty red sauce topped with monterey jack cheese and served over spanish style rice,153.0,640.0,6.27,1.76,0.0,0.014,17.65,1.18,0.4,6.27,1.295,0.518,0.059,0.00106,4.0,Frozen foods
826766162116,Authentic italian pinwheels,236.0,987.0,11.96,5.07,0.0,0.042,17.03,1.81,0.7,14.13,1.9025,0.761,0.091,0.00196,15.0,Sandwiches
757339777775,"Sticky fingers smokehouse, barbecue sauce, tennessee whiskey",132.0,552.0,0.0,0.0,0.0,0.0,32.35,26.47,0.0,0.0,2.205,0.882,0.059,0.00106,15.0,"Condiments,Sauces,Barbecue sauces,Groceries"
55742505696,Macaroni & Cheese,165.0,689.0,5.88,2.35,0.118,0.00588,22.0,3.14,1.57,6.27,0.843,0.337,0.0882,0.000392,3.0,"Meals,Pasta dishes,Macaroni and cheese"
70221103118,Cote D'Or Experiences Chocolate Bar Dark 86% 1X3.52 Oz,675.0,2824.0,57.5,35.0,0.0,0.0,32.5,12.5,12.5,7.5,0.0,0.0,0.058,0.0087,15.0,"Snacks,Sweet snacks,Confectioneries"
71140660201,Organic coconut milk,185.0,774.0,18.46,16.92,0.0,0.0,4.62,1.54,0.0,1.54,0.0775,0.031,0.0,0.0,10.0,"Plant-based foods and beverages,Beverages,Dairy substitutes,Milk substitutes,Plant-based beverages,Plant-based milk alternatives"
0185814001525,"Organic quinoa, brown rice & red bean blend",164.0,686.0,3.21,0.36,0.0,0.0,30.0,3.57,5.7,5.0,0.9275,0.371,0.014,0.00129,-2.0,"Meals,Rice dishes"
0028400091510,Cool Ranch Doritos,530.0,2220.0,28.3,3.53,0.0,0.0,63.6,3.53,3.53,7.07,1.68,0.671,0.106,0.00106,13.0,"Snacks,Salty snacks,Appetizers,Chips and fries,Crisps,Corn chips"
7789045347,Landjager dried snack sausage with wine,421.0,1761.0,35.09,12.28,0.0,0.105,0.0,0.0,0.0,28.07,3.51,1.404,0.0,0.00316,25.0,Snacks
0888849006076,"Oatmeal raisin protein cookie, oatmeal raisin",397.0,1661.0,22.22,12.7,0.0,0.048,39.68,4.76,19.0,23.81,0.8725,0.349,0.238,0.00057,13.0,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits"
819573012484,"Happymama Organics, Prenatal Nourishing Fruit + Veggie Blend, Apple, Carrot, Ginger",62.0,259.0,0.0,0.0,0.0,0.0,15.04,11.5,1.8,0.0,0.0325,0.013,0.177,0.00032,-1.0,Snacks
0048121101015,Mini croissants,375.0,1569.0,20.8333,8.3333,0.0,0.0,37.5,8.3333,2.1,6.25,0.98958325,0.3958333,0.104,0.00208,15.0,"Snacks,Sweet snacks,Biscuits and cakes,Pastries"
719283008916,"Blueberry bagels, blueberry",247.0,1033.0,1.23,0.0,0.0,0.0,51.85,8.64,3.7,8.64,0.865,0.346,0.127,0.00247,-1.0,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads"
0708820337961,5 grain baguette crisps,393.0,1644.0,21.43,1.79,0.0,0.0,39.29,3.57,3.6,7.14,1.785,0.714,0.0,0.00386,9.0,"Snacks,Sweet snacks,Biscuits and cakes"
851980005673,Fusilli,351.0,1470.0,0.877,0.0,0.0,0.0,73.7,1.75,3.51,12.3,0.0,0.0,0.0351,0.0,-4.0,"Plant-based foods and beverages,Plant-based foods,Pastas,Dry pastas"
41512159435,"Thousand island dressing, thousand island",150.0,628.0,3.33,0.0,0.0,0.0,30.0,20.0,0.0,0.0,1.9175,0.767,0.017,0.0,13.0,"Condiments,Sauces,Groceries"
673367615356,Grass jelly drink,40.0,167.0,0.0,0.0,0.0,0.0,10.0,8.75,0.0,0.0,0.0975,0.039,0.025,0.0,12.0,Beverages
0194283550601,Watermelon Sour Slices,350.0,1460.0,0.0,0.0,0.0,0.0,87.5,65.0,0.0,0.0,0.0938,0.0375,0.025,0.0,14.0,"Snacks,Sweet snacks,Confectioneries"
78742122434,Applesauce,71.0,297.0,0.0,0.0,0.0,0.0,17.7,16.81,1.8,0.0,0.0225,0.009,0.0,0.0,1.0,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Snacks,Desserts,Fruits based foods,Compotes,Apple compotes,Applesauces"
85239018330,"Vegan roasted harvest vegetables in a maple vinaigrette farro salad, roasted vegetable & farro",280.0,1172.0,7.0,1.0,0.0,0.0,49.0,7.0,5.0,9.0,0.825,0.33,0.08,0.00144,-3.0,"Meals,Prepared salads,Salads"
98487954473,Couscous,377.77777777778,1581.0,0.0,0.0,0.0,0.0,77.777777777778,2.2222222222222,4.4444444444444,13.333333333333,0.0,0.0,0.033,0.00222,-5.0,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Meals,Pastas,Couscous"
78742036410,Lactose,45.833333333333,192.0,1.0416666666667,0.625,0.0,0.006,5.4166666666667,5.0,0.0,3.3333333333333,0.13020833333333,0.052083333333332,0.125,0.0,-1.0,"Dairies,Milks,Skimmed milks"
750463801828,Sweet Onion Chili Jam,265.0,1109.0,0.0,0.0,0.0,0.0,58.82,52.94,0.0,0.0,2.795,1.118,0.118,0.00212,22.0,"Condiments,Sauces,Groceries"
70784430645,High fiber light red kidney beans,229.0,958.0,1.43,0.0,0.0,0.0,60.0,2.86,31.4,22.86,0.035,0.014,0.02,0.00543,-8.0,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Vegetables based foods,Vegetables,Mixed vegetables"
72180566386,Deep dish singles four cheese pizza,264.1509,1105.0,11.9497,6.2893,0.0,0.022,28.9308,6.9182,1.3,9.434,1.3050315,0.5220126,0.189,0.00182,14.0,"Meals,Pizzas pies and quiches,Pizzas,Deep-dish-pizza"
756702133224,Corn Tostadas With Sea Salt,514.0,2151.0,24.32,10.81,0.0,0.0,64.86,0.0,10.8,5.41,1.69,0.676,0.541,0.0,18.0,Mexican-dinner-mixes
20471459336,Diet Iced Tea Pasturized,1.0,4.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.01,0.004,0.0,0.0,1.0,"Beverages,Tea-based beverages,Iced teas,Lemon flavored iced teas"
78742123257,Lean Ground Beef,152.0,636.0,7.14,3.12,0.45,0.062,0.0,0.0,0.0,20.54,0.1675,0.067,0.0,0.00241,-1.0,"Meats and their products,Meats"
857777004751,"Protein bar, berry blast",394.0,1648.0,13.64,1.52,0.0,0.0,45.45,27.27,9.1,21.21,0.645,0.258,0.115,0.00303,6.0,Snacks
11152038513,Tomoshiraga somen,345.0,1443.0,1.82,0.36,0.0,0.0,72.73,0.0,1.8,9.09,3.4275,1.371,0.018,0.00098,13.0,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas,Noodles"
876045006631,Tuscan wheet linguini,357.14285714286,1494.0,1.7857142857143,0.0,0.0,0.0,75.0,3.5714285714286,3.5714285714286,10.714285714286,0.0,0.0,0.0,0.00107,-4.0,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas"
0040000525653,Promises milk chocolate candy,562.5,2354.0,31.25,18.75,0.0,0.031,59.38,56.25,3.1,6.25,0.1984,0.07936,0.188,0.0,24.0,"Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Chocolate candies"
0011110045775,Whole baby carrots,24.0,100.0,0.0,0.0,0.0,0.0,4.8,3.2,1.6,0.8,0.5,0.2,0.024,0.00032,-4.0,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Canned foods,Vegetables based foods,Canned plant-based foods,Canned vegetables"
51756000721,"Sweet smiles, cinnamon discs candy",500.0,2092.0,0.0,0.0,0.0,0.0,100.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,"Snacks,Sweet snacks,Confectioneries"
85239030028,Loaded Baked Potato Bread,286.0,1197.0,10.2,4.08,0.0,0.01,44.9,2.04,2.0,10.2,1.53,0.612,0.204,0.0022,11.0,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads"
654367591727,Mexican veggimeals crumble,187.0,782.0,3.85,0.0,0.0,0.0,15.38,3.3,7.7,14.29,0.825,0.33,0.11,0.00396,-5.0,"Plant-based foods and beverages,Plant-based foods,Meat alternatives,Meat analogues"
884853610865,Farm raised tortilla lime crusted tilapia,183.0,766.0,6.34,1.41,0.0,0.025,16.9,2.82,0.7,14.08,1.215,0.486,0.014,0.0007,3.0,"Seafood,Fishes and their products,Fishes,Frozen foods,Frozen seafood,Tilapia"
856724005049,Fresh Chipotle Salsa,17.0,71.0,0.0,0.0,0.0,0.0,3.33,3.33,0.0,0.0,1.125,0.45,0.0,0.0,4.0,"Condiments,Sauces,Dips,Groceries"
609207618331,Diced Coconut,480.0,2008.0,23.53,21.57,0.0,0.0,62.75,58.82,2.0,3.92,0.0825,0.033,0.0,0.00176,21.0,Snacks
8901972058612,Waffy Chocolate,500.0,2092.0,23.33,10.0,0.0,0.0,70.0,46.67,0.0,3.33,0.2075,0.083,0.0,0.0,25.0,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Chocolate biscuits"
71117143522,"Creamy mashed potatoes, creamy",113.0,473.0,4.03,2.42,0.0,0.012,16.13,0.81,1.6,2.42,0.8275,0.331,0.032,0.00087,4.0,Meals
72080100079,Dip Style Potato Chips,536.0,2243.0,35.71,8.93,0.0,0.0,50.0,0.0,3.6,7.14,1.4275,0.571,0.0,0.00129,17.0,Snacks
0859888000684,Coconut crisps,464.0,1941.0,42.86,39.29,0.0,0.0,25.0,3.57,10.7,3.57,1.0725,0.429,0.0,0.00257,12.0,Snacks
0047837158092,Edamame,127.0,531.0,4.23,0.0,0.0,0.0,11.27,0.0,5.6,12.68,0.035,0.014,0.056,0.00203,-11.0,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods"
75767608875,Premium Ice Cream,214.0,895.0,10.0,5.71,0.0,0.029,30.0,27.14,0.0,2.86,0.2675,0.107,0.086,0.0,14.0,"Desserts,Frozen foods,Frozen desserts"
851916003643,Chocolate cookie swirl & cookie crumb frozen dessert with double chocolate cookies sandwich,303.0,1268.0,13.94,3.64,0.0,0.0,41.21,24.85,2.4,3.03,0.41,0.164,0.012,0.00218,10.0,"Desserts,Frozen foods,Frozen desserts"
25800000913,"Vegetables and beans with rice topped with cheese and a enchilada sauce bowl, vegetable enchilada",129.0,540.0,3.91,1.56,0.0,0.008,19.14,1.56,2.7,4.69,0.645,0.258,0.086,0.00109,0.0,Frozen foods
7789046715,Chopped walnuts,667.0,2791.0,66.67,6.67,0.0,0.0,13.33,3.33,6.7,16.67,0.0,0.0,0.097,0.00333,7.0,Snacks
11110586483,"Kroger, mild cheddar cheese",393.0,1644.0,32.14,17.86,0.0,0.107,3.57,0.0,0.0,25.0,1.6075,0.643,0.714,0.0,16.0,"Dairies,Fermented foods,Fermented milk products,Cheeses,Cow cheeses,Cheeses from the United Kingdom,Cheeses from England,Cheddar cheese,Mild cheddar"
85239021187,Calabrese hot salami,321.0,1343.0,25.0,8.93,0.0,0.089,3.57,0.0,0.0,25.0,3.84,1.536,0.0,0.00129,22.0,"Meats and their products,Meats,Prepared meats"
838766008349,Sport protein bar,429.0,1795.0,15.71,7.14,0.0,0.0,37.14,20.0,4.3,28.57,1.035,0.414,0.086,0.00257,16.0,Snacks
73124098932,All Natural Sprouted Grains Pockets,186.0,778.0,2.33,0.0,0.0,0.0,41.86,0.0,7.0,9.3,0.815,0.326,0.047,0.00167,-5.0,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads"
15400842884,Sweet gherkins,107.0,448.0,0.0,0.0,0.0,0.0,28.57,25.0,0.0,0.0,1.5175,0.607,0.0,0.0,11.0,Salted-snacks
29714939109,"Orca Bay, Wild Cooked & Peeled Shrimp Meat",53.0,222.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,14.16,0.21,0.084,0.035,0.00064,-5.0,"Seafood,Frozen foods,Crustaceans,Frozen seafood,Shrimps"
719283409454,Potato chips,571.0,2389.0,35.71,5.36,0.0,0.0,53.57,3.57,3.6,3.57,1.205,0.482,0.0,0.0,14.0,Snacks
734020600123,Dark chocolate covered freezedried fruit,466.66666666667,1953.0,26.666666666667,15.0,0.0,0.0,63.333333333333,50.0,10.0,6.6666666666667,0.0,0.0,0.067,0.00667,20.0,Snacks
0713733737029,Sausage egg & cheese croissant hearty breakfast sandwiches,369.0,1544.0,26.15,10.77,0.0,0.092,20.0,3.08,0.8,10.77,1.5575,0.623,0.077,0.00138,20.0,Meals
41303055977,"Essential everyday, baking cheese blend",357.0,1494.0,28.57,17.86,0.0,0.089,3.57,0.0,0.0,21.43,2.3225,0.929,0.714,0.0,19.0,"Dairies,Fermented foods,Fermented milk products,Cheeses"
42563100032,Organic Rice Bites,500.0,2092.0,23.33,13.33,0.0,0.017,61.9,28.57,3.33,6.67,0.127,0.0508,0.113,0.00167,19.0,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits"
35826097668,Navel Oranges,52.0,218.0,0.0,0.0,0.0,0.0,12.34,9.09,1.9,0.65,0.0,0.0,0.039,0.0,-4.0,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods"
0018627114291,Apple Cinnamon Flax Crunchy 7 Grain with Quinoa Bars,400.0,1670.0,12.5,1.25,0.0,0.0,65.0,20.0,7.5,7.5,0.625,0.25,0.075,0.00187,6.0,"Snacks,Sweet snacks,Bars,Cereal bars"
85239040478,Ghostly lightly salted popcorn,464.0,1941.0,17.86,1.79,0.0,0.0,64.29,0.0,14.3,7.14,0.8925,0.357,0.0,0.00257,0.0,"Snacks,Salty snacks,Popcorn,Salted popcorn"
79606020682,"Grilled white meat chicken fajitas, red rice, monterey jack cheese, corn salsa & black beans loaded 5-layer burrito, grilled white meat chicken fajitas, red rice, monterey jack cheese, corn salsa & black beans",226.0,946.0,7.54,3.52,0.0,0.02,30.15,1.51,1.0,10.05,1.005,0.402,0.041,0.00201,3.0,Frozen foods
21130198047,Select butter top enriched wheat bread,250.0,1046.0,2.6785714285714,0.0,0.0,0.0,46.428571428571,3.5714285714286,3.5714285714286,8.9285714285714,1.2053571428571,0.48214285714284,0.286,0.00357,0.0,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads"
31586001495,Garlic Cold Pack Cheese Food,321.0,1343.0,25.0,14.29,0.0,0.071,10.71,7.14,0.0,17.86,1.965,0.786,0.536,0.0,18.0,"Dairies,Fermented foods,Fermented milk products,Cheeses"
26638227633,Slim cheese,321.42857142857,1345.0,21.428571428571,14.285714285714,0.0,0.071,0.0,0.0,0.0,28.571428571429,2.1428571428571,0.85714285714284,0.714,0.0,18.0,"Dairies,Fermented foods,Fermented milk products,Cheeses"
01121307442,Traditional medium egg noodles,393.0,1644.0,5.36,1.79,0.0,0.098,71.43,3.57,1.8,14.29,0.0675,0.027,0.0,0.00321,-1.0,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas,Noodles"
65633496088,Ranch Flavour Bugles,500.0,2090.0,26.0,22.0,0.0,0.0,64.0,6.0,2.0,6.0,2.7,1.08,0.04,0.0008,25.0,"Snacks,Salty snacks,Appetizers,Chips and fries,Crisps"
14500014771,Chopped Seasoning Blend,30.0,126.0,0.0,0.0,0.0,0.0,4.82,3.61,1.2,0.0,0.075,0.03,0.0,0.0,-6.0,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Vegetables based foods,Frozen foods,Frozen plant-based foods,Frozen vegetables"
697941860314,"Sugar bowl bakery, brownie bites",500.0,2092.0,25.0,7.5,0.0,0.0,55.0,35.0,0.0,5.0,0.375,0.15,0.0,0.0018,21.0,"Snacks,Sweet snacks,Biscuits and cakes,Cakes"
0041695002702,"Braswell's Select, Fig Preserves",294.0,1230.0,0.0,0.0,0.0,0.0,76.47,70.59,0.0,0.0,0.0,0.0,0.0,0.0,11.0,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Spreads,Plant-based spreads,Sweet spreads,Fruit and vegetable preserves"
773200702226,Original Hummus,200.0,837.0,11.7,1.0,0.0,0.0,20.0,3.33,6.67,6.67,0.958,0.383,0.0333,0.00167,-5.0,"Plant-based foods and beverages,Plant-based foods,Condiments,Spreads,Plant-based spreads,Salted spreads,Sauces,Dips,Hummus"
38259109502,Cream of mushroom condensed soup,80.0,335.0,5.6,0.8,0.0,0.0,6.4,0.8,0.0,0.8,1.3,0.52,0.016,8e-05,5.0,"Canned foods,Meals,Soups,Canned meals,Canned soups"
78742072760,Broth,4.0,17.0,0.0,0.0,0.0,0.0,0.41,0.41,0.0,0.82,0.5825,0.233,0.008,0.0,2.0,"Canned foods,Meals,Soups,Canned meals,Canned soups"
610546451183,"King Henry's, Aloha Trail Mix",429.0,1795.0,16.07,7.14,0.0,0.0,64.29,21.43,7.1,7.14,0.09,0.036,0.071,0.00386,2.0,Snacks
73218340862,Hawaiian shortbread,548.0,2293.0,32.26,19.35,0.0,0.081,61.29,22.58,0.0,6.45,0.685,0.274,0.0,0.00232,24.0,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits"
77890497005,Fudge Brownie Mix,393.0,1640.0,7.14,3.57,0.0,0.0,82.1,60.7,3.57,3.57,0.998,0.399,0.0,0.00386,18.0,"Snacks,Desserts,Sweet snacks,Cocoa and its products,Chocolates,Chocolate desserts,Fudge-brownie-mix"
0028571444801,Sardines In Tomato Sauce With Chili,140.0,586.0,8.0,4.0,0.0,0.037,0.0,0.0,0.0,17.0,0.4075,0.163,0.23,0.00252,0.0,"Seafood,Fishes and their products,Canned foods,Fishes,Fatty fishes,Canned fishes,Sardines,Canned sardines,Sardines in tomato sauce"
78004161515,Chicken enchiladas,117.0,490.0,3.91,1.95,0.0,0.027,12.5,0.78,1.6,7.81,1.095,0.438,0.117,0.00112,-1.0,Frozen foods
810003460318,"Milk chocolate style covered almonds, milk chocolate style",500.0,2092.0,39.29,12.5,0.0,0.018,42.86,3.57,17.9,14.29,0.045,0.018,0.214,0.00386,10.0,Snacks
38000133862,Assorted fruit flavored snacks,318.0,1331.0,0.0,0.0,0.0,0.0,77.27,50.0,0.0,4.55,0.0,0.0,0.0,0.0,13.0,"Snacks,Sweet snacks,Confectioneries"
832237003543,Beef Ribeye Steak,125.0,523.0,4.46,1.79,0.0,0.049,1.79,0.89,0.0,18.75,1.74,0.696,0.0,0.00161,4.0,"Meats and their products,Meats"
0722515250786,Cheese tray,302.0,1264.0,25.58,13.95,0.0,0.081,4.65,2.33,0.0,18.6,1.22,0.488,0.581,0.0,18.0,Snacks
70038653387,Always save,4.0816326530612,17.0,0.0,0.0,0.0,0.0,0.40816326530612,0.40816326530612,0.0,0.40816326530612,0.87755102040818,0.351020408163272,0.0,0.0,3.0,"Canned foods,Meals,Soups,Canned meals,Canned soups"
72700000055,Thin Tea Matzos,375.0,1569.0,1.56,0.0,0.0,0.0,81.25,3.12,6.2,12.5,0.0,0.0,0.031,0.00156,-6.0,"Snacks,Sweet snacks,Biscuits and cakes"
87848455193,"Shortbread cookies with apricot and raspberry filling, apricot and raspberry",500.0,2092.0,26.67,20.0,0.0,0.067,60.0,26.67,0.0,6.67,0.7075,0.283,0.023,0.00333,24.0,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits"
41268191482,"Classic Spaghetti, Enriched Macaroni Product",357.0,1494.0,1.79,0.0,0.0,0.0,73.21,3.57,3.6,12.5,0.0,0.0,0.0,0.00321,-4.0,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas"
36800243477,White corn tortilla chips,500.0,2092.0,21.43,1.79,0.0,0.0,67.86,0.0,7.1,7.14,0.715,0.286,0.089,0.00357,1.0,Snacks
41303015698,All-purpose flour,367.0,1536.0,0.0,0.0,0.0,0.0,76.67,0.0,3.3,10.0,0.0,0.0,0.033,0.00433,-4.0,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products"
85239015681,French fried onions,571.0,2389.0,42.86,0.0,0.0,0.0,42.86,0.0,0.0,0.0,0.8925,0.357,0.0,0.0,8.0,"Condiments,Sauces,Groceries"
37600243025,"Bacon, egg & cheese",325.0,1360.0,19.48,9.09,0.0,0.227,19.48,3.9,1.3,18.18,2.565,1.026,0.13,0.0014,22.0,Sandwiches
813002020507,Rustic white sourdough loaf,179.0,749.0,1.49,0.0,0.0,0.015,38.81,1.49,14.9,7.46,0.895,0.358,0.049,0.01343,-4.0,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads"
0011433110587,Spinach paneer,141.34275618375,591.0,7.4204946996466,2.1201413427562,0.0,0.011,13.427561837456,0.35335689045936,1.7667844522968,6.0070671378092,0.6713780918728,0.26855123674912,0.213,0.00191,-1.0,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Vegetables based foods,Frozen foods,Frozen plant-based foods,Frozen vegetables,Palak-paneer"
77890401309,"Wegmans, milk chocolate cashews",525.0,2197.0,37.5,15.0,0.0,0.012,50.0,37.5,2.5,7.5,0.125,0.05,0.1,0.0018,22.0,Snacks
21908495743,The original fruit & nut food bar,467.0,1954.0,24.44,4.44,0.0,0.0,51.11,35.56,8.9,8.89,0.0,0.0,0.089,0.00267,1.0,Snacks
41512032202,Salsa style diced tomatoes,21.0,88.0,0.0,0.0,0.0,0.0,4.17,3.33,0.8,0.0,0.4375,0.175,0.017,0.0009,-4.0,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Vegetables based foods,Vegetables,Tomatoes and their products,Tomatoes"
852003005021,Applewood Smoked Queso,250.0,1046.0,17.86,10.71,0.0,0.054,3.57,3.57,0.0,14.29,1.875,0.75,0.536,0.0,16.0,"Dairies,Fermented foods,Fermented milk products,Cheeses"
8906046144345,Tikka curry masala organic spices,250.0,1046.0,0.0,1.65,0.0,0.0,50.0,0.0,50.0,25.0,0.0,0.0,0.5,0.019,-6.0,"Plant-based foods and beverages,Plant-based foods,Condiments,Groceries"
15400843768,Cake cups,400.0,1674.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.5,0.2,0.0,0.0072,6.0,"Snacks,Sweet snacks,Biscuits and cakes"
13964756760,Dark salted classic bar,544.0,2276.0,31.58,19.3,0.0,8.772,61.4,47.37,7.0,5.26,0.505,0.202,0.07,0.00789,23.0,"Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Chocolate candies"
688267054204,Eggplant parmigiana polenta tarts,182.0,761.0,9.09,4.55,0.0,0.025,21.21,3.03,1.0,5.05,0.7075,0.283,0.152,0.00073,5.0,Frozen foods
78742028262,Rising crust three meat pizza,248.0,1038.0,8.97,3.45,0.0,0.017,32.41,4.83,1.4,10.34,1.535,0.614,0.103,0.00248,12.0,"Meals,Pizzas pies and quiches,Pizzas"
737094220204,Pretzels,500.0,2092.0,20.0,15.0,0.0,0.0,65.0,32.5,2.5,10.0,1.0625,0.425,0.05,0.0009,25.0,Snacks
50700032375,Cream pudding & pie filling,400.0,1674.0,0.0,0.0,0.0,0.0,92.0,76.0,0.0,0.0,3.3,1.32,0.0,0.0,24.0,Desserts
27568031109,"Oaxaca, Authentic Mexican-Style String Cheese",250.0,1046.0,14.29,10.71,0.0,0.036,0.0,0.0,0.0,21.43,2.6307,1.05228,0.536,0.00129,18.0,"Dairies,Fermented foods,Fermented milk products,Cheeses"
2052824007831,"Adams Reserve, New York Extra Sharp Cheddar",393.0,1644.0,32.14,17.86,0.0,0.107,3.57,0.0,0.0,25.0,1.6075,0.643,0.714,0.0,16.0,"Dairies,Fermented foods,Fermented milk products,Cheeses,Cow cheeses,Cheeses from the United Kingdom,Cheeses from England,Cheddar cheese"
681131221818,Chopped cauliflower,24.0,100.0,0.0,0.0,0.0,0.0,4.71,2.35,2.4,2.35,0.0725,0.029,0.024,0.00035,-8.0,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods"
0099482480004,Dark chocolate almond butter cups,527.77777777778,2208.0,36.111111111111,16.666666666667,0.0,0.0,52.777777777778,44.444444444444,5.6,8.3333333333333,0.34722222222223,0.138888888888892,0.111,0.00417,21.0,"Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Chocolate candies"
0011110009821,Honey 100% whole wheat bread,209.0,874.0,2.33,0.0,0.0,0.0,41.86,4.65,10.5,11.63,0.8725,0.349,0.023,0.00233,-4.0,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads"
883967385607,Nondairy coffee creamer,500.0,2092.0,16.67,8.33,0.0,0.0,75.0,58.33,0.0,0.0,0.105,0.042,0.0,0.0,24.0,"Plant-based foods and beverages,Dairy substitutes,Milk substitutes,Creamer"
0859792002019,"Vietnamese pho beef bone broth with layered notes of star anise, cloves, and cinnamon., pho beef bone broth",12.0,50.0,0.34,0.0,0.0,0.0,1.01,0.68,0.0,1.69,0.45,0.18,0.007,0.00012,0.0,"Canned foods,Meals,Soups,Canned meals,Canned soups"
688267094446,Light seedless rye bread,179.0,749.0,1.79,0.0,0.0,0.0,35.71,0.0,0.0,14.29,1.5175,0.607,0.114,0.00357,3.0,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads"
747479001052,tomato basil sauce,64.0,268.0,4.0,0.4,0.0,0.0,4.8,3.2,0.8,1.6,0.84,0.336,0.014,0.0008,3.0,"Condiments,Sauces,Meal sauces,Tomato sauces,Tomato sauces with basil,Groceries"
70038362265,AS stick 80% vegetable oil margarine,714.0,2987.0,78.57,35.71,0.0,0.0,0.0,0.0,0.0,0.0,1.875,0.75,0.0,0.0,22.0,Fats
00197151,"Trader joe's, all natural barbecue auce",132.0,552.0,0.0,0.0,0.0,0.0,32.35,29.41,0.0,0.0,1.545,0.618,0.0,0.00106,12.0,"Condiments,Sauces,Barbecue sauces,Groceries"
789785879406,Light ice cream,156.0,653.0,4.69,1.56,0.0,0.023,20.31,15.62,1.6,9.38,0.235,0.094,0.234,0.0,0.0,"Desserts,Frozen foods,Frozen desserts"
